Serial Number,Date of Entry,Barcode/Accession No,Title,Author,Pages,Publisher,Place,Copyright Date,Department,Price,Discount Percent,Net Cost,Type
133,15-07-2010,PCCOEEC15268,POLITICAL SCIENCE : FOR UPSC CIVIL SERVICES PRELIMINARY EXAMINATION.,"ARORA, N. D.",,TATA MCGRAW-HILL PUB. CO. LTD.,NEW DELHI,,GENERAL,395,21,312,GBK
134,15-07-2010,PCCOEEC15267,POLITICAL SCIENCE : FOR UPSC CIVIL SERVICES PRELIMINARY EXAMINATION.,"ARORA, N. D.",,TATA MCGRAW-HILL PUB. CO. LTD.,NEW DELHI,,GENERAL,395,21,312,GBK
135,06-01-2023,PCCOEEC37278,CHALLENGES TO INTERNAL SECURITY OF INDIA.,"ASHOK, KUMAR",13.8,MCGRAW HILL EDUCATION (INDIA) PRIVATE LIMITED.,CHENNAI,2021,GENERAL,310,25,232.5,HSB
136,06-01-2023,PCCOEEC37279,CHALLENGES TO INTERNAL SECURITY OF INDIA.,"ASHOK, KUMAR",13.8,MCGRAW HILL EDUCATION (INDIA) PRIVATE LIMITED.,CHENNAI,2021,GENERAL,310,25,232.5,HSB
137,15-03-2024,PCCOEEC40388,AAPLE AROGYA.,"ASHTEKAR, SHAM",83,NATIONAL BOOK TRUST INDIA,NEW DELHI,2018,GENERAL,45,10,40.5,GBK
138,08-01-2013,PCCOEEC23824,ATRE TOLA.,"ATRE, P. K.",248,MANORAMA PRAKASHAN,MUMBAI,,GENERAL,250,30,175,GBK
139,15-01-2013,PCCOEEC23993,KARHECHE PANI : AATMACHARITRA. VOL - 5.,"ATRE, P. K.",672,PARCHURE PRAKASHAN MANDEER,MUMBAI,,GENERAL,400,25,300,GBK
140,14-01-2013,PCCOEEC23973,BIG BOSS.,"AVADHANI, ANAND",167,SAMKALIN PRAKASHAN,PUNE,,GENERAL,250,30,175,GBK
141,31-01-2006,PCCOEEC09077,AAPT,"AVCHAT, ANIL",164,MOUJ PRAKASHAN,MUMBAI,,GENERAL,125,20,100,GBK
142,04-02-2006,PCCOEEC09101,MANASA.,"AWACHT, ANIL",,MOUJ PRAKASHAN,MUMBAI,,GENERAL,80,20,64,GBK
143,07-02-2006,PCCOEEC09133,PRASHNA AANI PRASHNA,"AWACHT, ANIL",226,MOUJ PRAKASHAN,MUMBAI,,GENERAL,150,20,120,GBK
144,08-02-2006,PCCOEEC09151,KONDHMARA,"AWACHT, ANIL",143,MOUJ PRAKASHAN,MUMBAI,,GENERAL,100,20,80,GBK
145,08-03-2006,PCCOEEC09394,SWATHA VISHAYEE.,"AWACHT, ANIL",153,MOUJ PRAKASHAN,MUMBAI,,GENERAL,100,20,80,GBK
146,08-03-2006,PCCOEEC09397,DISALE TE,"AWACHT, ANIL",175,MOUJ PRAKASHAN,MUMBAI,,GENERAL,140,20,112,GBK
147,08-02-2025,PCCOEEC40965,KARYARAT.,"AWACHT, ANIL",244,MAJESTIK PUB. HOUSE,MUMBAI,2022,GENERAL,300,28,216,GBK
148,10-02-2025,PCCOEEC40986,SAMBRHAM.,"AWACHT, ANIL",168,MAJESTIK PUB. HOUSE,MUMBAI,2022,GENERAL,250,28,180,GBK
149,08-03-2006,PCCOEEC09393,STUDIO,"AWACHT, SUBHASH",168,POPULAR PRAKASHAN,MUMBAI,,GENERAL,250,20,200,GBK
150,15-01-2013,PCCOEEC24017,BARAK OBAMA : BADALATY JAGACHA 'SUCCESS PASSWORD',"AWATE, SANJAY SHREED",200,MANOVIKAS PRAKASHN,PUNE,,GENERAL,99,,99,GBK
151,06-04-2024,PCCOEEC40414,HANDBOOK FOR INDEPENDENT DIRECTORS EXAMINATION WITH MCQS.,"BABEL, RAJEEV",7.14.10,BLOOMSBURY PUBLISHING INDIA PVT LTD.,NEW DELHI,2024,GENERAL,4000,5%,3800,HSB
152,01-01-2013,PCCOEEC23725,ILLUSIONS : THE ADVENTURE OF A RELUCTANT MESSIAH.,"BACH, RICHARD",191,A DELL/ELEANOR FRIEDE BOOK,NEW YORK,,GENERAL,,,,DBK
153,19-10-2012,PCCOEEC22987,BHARTIYA RAJYGHATNA AANI RAJKIY VAYVHAR.,"BACHAL, V. M.",542,K SAGAR PUBLICATION,PUNE,,GENERAL,250,21,198,GBK
154,19-10-2012,PCCOEEC22988,BHARTIYA RAJYGHATNA AANI RAJKIY VAYVHAR.,"BACHAL, V. M.",542,K SAGAR PUBLICATION,PUNE,,GENERAL,250,21,198,GBK
155,23-11-2007,PCCOEEC11306,FOURIER AND WAVELET ANALYSIS.,"BACHMAN, GEORGE",505,SPRINGER (INDIA) PVT. LTD.,NEW DELHI,,GENERAL,350,22,273,GBK
156,09-01-2013,PCCOEEC23864,TUMHIHI VHA DHADADICHE UDYOJAK.,"BAGCHI, SUBROTI",238,ROHAN PRAKASHAN.,PUNE,,GENERAL,200,30,140,GBK
157,12-11-2002,PCCOEEC05272,PATRAKARITECHYA VISHWAT.,"BAGUL, EKNATH",,BHARTIYA VIDHYA BHAVAN,,1997,GENERAL,,,,DBK
158,12-11-2002,PCCOEEC05285,Philosophy of Jnanadeva (world philosophers meet pune ),"BAHIRAT ,B.P.",286,POPULAR PRAKASHAN,,1961,GENERAL,,,,DBK
159,09-01-2013,PCCOEEC23869,NAISARGIK SOUNDRAYA SADHANA.,"BAKHRU, HARI KRUSHNA",107,ROHAN PRAKASHAN.,PUNE,,GENERAL,75,30,53,GBK
160,16-01-2013,PCCOEEC24163,NAISARGIK SOUNDRAYA SADHANA.,"BAKHRU, HARI KRUSHNA",107,ROHAN PRAKASHAN.,PUNE,,GENERAL,75,30,53,GBK
161,16-01-2013,PCCOEEC24164,NAISARGIK SOUNDRAYA SADHANA.,"BAKHRU, HARI KRUSHNA",107,ROHAN PRAKASHAN.,PUNE,,GENERAL,75,30,53,GBK
162,16-01-2013,PCCOEEC24165,NAISARGIK SOUNDRAYA SADHANA.,"BAKHRU, HARI KRUSHNA",107,ROHAN PRAKASHAN.,PUNE,,GENERAL,75,30,53,GBK
163,19-10-2010,PCCOEEC16528,SPOKEN ENGLISH.,"BALAN, JAYASHREE",253,TATA MCGRAW-HILL PUB. CO. LTD.,NEW DELHI,,GENERAL,175,25,131,GBK
164,19-10-2010,PCCOEEC16529,SPOKEN ENGLISH.,"BALAN, JAYASHREE",253,TATA MCGRAW-HILL PUB. CO. LTD.,NEW DELHI,,GENERAL,175,25,131,GBK
165,16-10-2007,PCCOEEC10745,THE ART OF BUSINESS LEADERSHIP : INDAN EXPERIENCES,"BALASUBRAMANIAN, S.",296,RESPONSE BOOKS,NEW DELHI,,GENERAL,395,23,304,GBK
166,26-04-2017,PCCOEEC33447,THE TARGET.,"BALDASI, DEVHID",443,VEDANT PUBLISHING HOUSE,PUNE,2016,GENERAL,400,20,320,GBK
167,24-05-2017,PCCOEEC33452,THE ESCAPE.,"BALDASI, DEVHID",563,VEDANT PUBLISHING HOUSE,PUNE,2016,GENERAL,450,15.5,380.25,GBK
168,09-01-2013,PCCOEEC23871,GLOBAL WARMING : AANI AAPLI JABABDARI.,"BALWAD, RAMESH",64,VIDHYABHARTI PRAKASHAN.,LATUR,,GENERAL,25,30,18,GBK
169,16-01-2013,PCCOEEC24130,GLOBAL WARMING : AANI AAPLI JABABDARI.,"BALWAD, RAMESH",64,VIDYABHARTEE PRAKASHAN.,LATUR,,GENERAL,25,30,18,GBK
170,16-01-2013,PCCOEEC24131,GLOBAL WARMING : AANI AAPLI JABABDARI.,"BALWAD, RAMESH",64,VIDYABHARTEE PRAKASHAN.,LATUR,,GENERAL,25,30,18,GBK
171,16-01-2013,PCCOEEC24132,GLOBAL WARMING : AANI AAPLI JABABDARI.,"BALWAD, RAMESH",64,VIDYABHARTEE PRAKASHAN.,LATUR,,GENERAL,25,30,18,GBK
172,06-01-2023,PCCOEEC37293,FROM PLASSEY TO PARTITION AND AFTER : A HISTORY OF MODERN INDIA.,"BANDYOPADHYAY, SEKHAR",586,ORIENT BLACKSWAN PRIVATE LIMITED.,HYDERABAD,2021,GENERAL,495,25,371.25,HSB
173,06-01-2023,PCCOEEC37294,FROM PLASSEY TO PARTITION AND AFTER : A HISTORY OF MODERN INDIA.,"BANDYOPADHYAY, SEKHAR",586,ORIENT BLACKSWAN PRIVATE LIMITED.,HYDERABAD,2021,GENERAL,495,25,371.25,HSB
174,26-09-2023,PCCOEEC38627,ANCIENT INDIAN SCIENTIFIC THOUGHT AND MODERN THEORIES SAMIKSIKA SERIES 14.,"BANERJEE, DHIRENDRANATH",96,NATIONAL MISSION FOR MANUSCRIPTS,NEW DELHI,2019,GENERAL,350,5,332.5,GBK
175,04-01-2013,PCCOEEC23773,MAZA SAKASHATKARI HRIDAYROG.,"BANG, ABHAY",176,RAJHANS PRAKASHAN,PUNE,,GENERAL,175,30,123,GBK
176,19-03-2003,PCCOEEC07226,Howard W sams oscillouscope guide,"BANKS,ARNOLD J",214,BPB PUBLICATION,,2001,GENERAL,99,20,79,GBK
177,19-03-2003,PCCOEEC07227,Howard W sams oscillouscope guide,"BANKS,ARNOLD J",214,BPB PUBLICATION,,2001,GENERAL,99,20,79,GBK
178,19-03-2003,PCCOEEC07228,Howard W sams oscillouscope guide,"BANKS,ARNOLD J",214,BPB PUBLICATION,,2001,GENERAL,99,20,79,GBK
179,19-03-2003,PCCOEEC07229,Howard W sams oscillouscope guide,"BANKS,ARNOLD J",214,BPB PUBLICATION,,2001,GENERAL,99,20,79,GBK
180,19-03-2003,PCCOEEC07225,Howard W sams oscillouscope guide,"BANKS,ARNOLD J",214,BPB PUBLICATION,,2001,GENERAL,99,20,79,GBK
181,08-06-2023,PCCOEEC38532,"MOSAD : ISRAELI GUPTHER SANSTHECHYA ACHAT, AFAT, THARARK MOHIMA.","BAR-ZOHAR, MICHAEL",357,MANJUL PUBLISHING HOUSE,PUNE,2022,GENERAL,499,10,449.1,GBK
182,19-03-2025,PCCOEEC41548,PSYCHOLOGY.,"BARON, ROBERT A.",646,PEARSON INDIA EDUCATION SERVICES PVT. LTD.,NOIDA,2023,GENERAL,900,28,648,TB
183,19-03-2025,PCCOEEC41549,PSYCHOLOGY.,"BARON, ROBERT A.",646,PEARSON INDIA EDUCATION SERVICES PVT. LTD.,NOIDA,2023,GENERAL,900,28,648,TB
184,17-03-2003,PCCOEEC07193,Test yourself,"BARRETT,JIM",254,KOGAN PAGE PVT. LTD.,,2002,GENERAL,195,20,156,GBK
185,16-01-2013,PCCOEEC24145,AATMVISHVASAKADE VATCHAL.,"BARVE, RAJENDRA",96,MANOVIKAS PRAKASHN,PUNE,,GENERAL,80,30,56,GBK
186,16-01-2013,PCCOEEC24146,AATMVISHVASAKADE VATCHAL.,"BARVE, RAJENDRA",96,MANOVIKAS PRAKASHN,PUNE,,GENERAL,80,30,56,GBK
187,16-01-2013,PCCOEEC24147,AATMVISHVASAKADE VATCHAL.,"BARVE, RAJENDRA",96,MANOVIKAS PRAKASHN,PUNE,,GENERAL,80,30,56,GBK
188,16-01-2013,PCCOEEC24112,VISVANDAKADUN SUSVANDAKADE.,"BARVE, RAJENDRA",146,MANOVIKAS PRAKASHN,PUNE,,GENERAL,120,30,84,GBK
189,16-01-2013,PCCOEEC24113,VISVANDAKADUN SUSVANDAKADE.,"BARVE, RAJENDRA",146,MANOVIKAS PRAKASHN,PUNE,,GENERAL,120,30,84,GBK
190,16-01-2013,PCCOEEC24114,VISVANDAKADUN SUSVANDAKADE.,"BARVE, RAJENDRA",146,MANOVIKAS PRAKASHN,PUNE,,GENERAL,120,30,84,GBK
191,16-01-2013,PCCOEEC24127,MANSIK TANTANAV KASA ROKHAL.,"BARVE, RAJENDRA",112,MANOVIKAS PRAKASHN,PUNE,,GENERAL,100,30,70,GBK
192,16-01-2013,PCCOEEC24128,MANSIK TANTANAV KASA ROKHAL.,"BARVE, RAJENDRA",112,MANOVIKAS PRAKASHN,PUNE,,GENERAL,100,30,70,GBK
193,16-01-2013,PCCOEEC24129,MANSIK TANTANAV KASA ROKHAL.,"BARVE, RAJENDRA",112,MANOVIKAS PRAKASHN,PUNE,,GENERAL,100,30,70,GBK
194,10-01-2013,PCCOEEC23876,AATMVISHVASAKADE VATCHAL.,"BARVE, RAJENDRA",96,MANOVIKAS PRAKASHN,PUNE,,GENERAL,80,30,56,GBK
195,10-01-2013,PCCOEEC23877,MANSIK TANTANAV KASA ROKHAL.,"BARVE, RAJENDRA",112,MANOVIKAS PRAKASHN,PUNE,,GENERAL,100,30,70,GBK
196,10-01-2013,PCCOEEC23878,VISVANDAKADUN SUSVANDAKADE.,"BARVE, RAJENDRA",146,MANOVIKAS PRAKASHN,PUNE,,GENERAL,120,30,84,GBK
197,12-10-2009,PCCOEEC13746,CHUKNYAPURVI.,"BARVE, RAJENDRA",56,MANOVIKAS PRAKASHN,PUNE,,GENERAL,,,,DBK
198,05-12-2017,PCCOEEC33935,INTRODUCTION TO THE CONSTITUTION OF INDIA.,"BASU, DURGA DAS",,LEXIS NEXIS,GURGAON,2012,GENERAL,350,24,266,HSB
199,05-12-2017,PCCOEEC33934,INTRODUCTION TO THE CONSTITUTION OF INDIA.,"BASU, DURGA DAS",,LEXIS NEXIS,GURGAON,2012,GENERAL,350,24,266,HSB
200,08-09-2012,PCCOEEC22195,INTRODUCTION TO THE CONSTITUTION OF INDIA.,"BASU, DURGA DAS",509,BUTTERWORTH,NAGPUR,,GENERAL,250,21,198,HSB
201,08-09-2012,PCCOEEC22196,INTRODUCTION TO THE CONSTITUTION OF INDIA.,"BASU, DURGA DAS",509,BUTTERWORTH,NAGPUR,,GENERAL,250,21,198,HSB
202,08-01-2013,PCCOEEC23854,KASHI WADWAVI KARMACHYARANCHI KARYAKSHAMATA.,"BATRA, PRAMOD",141,SAKET PRAKASHAN,PUNE,,GENERAL,100,30,70,GBK
203,16-10-2007,PCCOEEC10769,HOW TO WRITE FIRST - CLASS MEMOS : THE HANDBOOK FOR PRACTICAL MEMO WRITING.,"BAUGH, L. SUE.",216,VIVA BOOKS PVT. LTD.,NEW DELHI,,GENERAL,135,23,104,GBK
204,03-07-2025,PCCOEEC41708,BHAGYWEL.,"BAVISKAR, CHITRA   ",175,GREEN WORLD,PUNE,2024,GENERAL,0,,0,GBK
205,03-07-2025,PCCOEEC41709,GULMOHAR.,"BAVISKAR, CHITRA",160,GREEN WORLD,PUNE,2024,GENERAL,0,,0,GBK
206,12-10-2009,PCCOEEC13757,DYAN TECH DEO.,"BAWARKAR, RAMESH",741,R.R. BAWARKAR AND CO.,PUNE,,GENERAL,,,,DBK
207,08-01-2013,PCCOEEC23842,THORL RAJ SANGUN GEL...!!,"BEDEKAR, NINAD",185,SNEHAL PRAKSHAN,PUNE,,GENERAL,160,30,112,GBK
208,12-09-2014,PCCOEEC27944,AS I SEE : BHARTIYA POLICE SEVA.,"BEDI, KIRAN",177,MEHATA PRAKASHAN,PUNE,,GENERAL,,,,DBK
209,08-02-2003,PCCOEEC06329,ITS ALWAYS POSSIBLE.,"BEDI, KIRAN",392,MEHATA PRAKASHAN,,2000,GENERAL,250,16,210,GBK
210,12-09-2014,PCCOEEC27950,AS I C : NETRUTWA AANI PRASHASAN.,"BEDI, KIRAN",237,MEHATA PRAKASHAN,PUNE,,GENERAL,,,,DBK
211,12-10-2009,PCCOEEC13767,AS I C : NETRUTWA AANI PRASHASAN.,"BEDI, KIRAN",237,MEHATA PRAKASHAN,PUNE,,GENERAL,,,,DBK
212,15-03-2024,PCCOEEC40411,DEMOCRACY : 80 QUESTIONS AND ANSWERS.,"BEETHAM, DAVID",118,NATIONAL BOOK TRUST INDIA,NEW DELHI,2019,GENERAL,90,10,81,GBK
213,12-11-2002,PCCOEEC05268,BRIHAT MARGADASHIKA BHAG 1 (SARVA SEVA NIYAM).,"BELGAMWAR, B.S.",,PRATIBHA PRAKASHAN,,1994,GENERAL,,,,DBK
214,12-11-2002,PCCOEEC05269,BRIHAT MARGADASHIKA BHAG 1 (VITTIYA NIYANTRAN).,"BELGAMWAR, B.S.",,PRATIBHA PRAKASHAN,,1994,GENERAL,,,,DBK
215,12-10-2009,PCCOEEC13735,SARTH MANACHE SHLOK.,"BELSARE, K. V.",192,SHREE SEVA SAMRTH MADAL,SATARA,,GENERAL,,,,DBK
216,07-11-2012,PCCOEEC23296,RESEARCH IN EDUCATION.,"BEST, JOHN W.",510,PHI LEARNING PVT. LTD,NEW DELHI,,GENERAL,350,21,277,GBK
217,07-11-2012,PCCOEEC23297,RESEARCH IN EDUCATION.,"BEST, JOHN W.",510,PHI LEARNING PVT. LTD,NEW DELHI,,GENERAL,350,21,277,GBK
218,16-10-2007,PCCOEEC10765,HOW TO USE YOUR BRAIN,"BEWS, JOHN R.",157,JAICO PUBLISHING HOUSE.,MUMBAI,,GENERAL,95,23,73,GBK
219,08-03-2007,PCCOEEC09863,FIVE POINT SOMEONE WHAT NOT TO DO AT IIT.,"BHAGAT, CHETAN",270,RUPA AND CO,NEW DELHI,,GENERAL,95,,,GBK
220,14-01-2013,PCCOEEC23964,ONE NIGHT @ THE CALL CENTER.,"BHAGAT, CHETAN",257,RUPA PUB. INDIA PVT. LTD.,NEW DELHI,,GENERAL,140,30,98,GBK
221,14-01-2013,PCCOEEC23966,"REVOLUTION 2020 : LOVE, CORRUPTION. AMBITION.","BHAGAT, CHETAN",296,RUPA PUB. INDIA PVT. LTD.,NEW DELHI,,GENERAL,140,30,98,GBK
222,14-01-2013,PCCOEEC23967,THE 3 MISTAKES OF MY LIFE.,"BHAGAT, CHETAN",257,RUPA PUB. INDIA PVT. LTD.,NEW DELHI,,GENERAL,140,30,98,GBK
223,14-01-2013,PCCOEEC23968,WHAT YOUNG INDIA WANTS.,"BHAGAT, CHETAN",181,RUPA PUB. INDIA PVT. LTD.,NEW DELHI,,GENERAL,140,30,98,GBK
224,08-10-2013,PCCOEEC25888,CONCISE CSAT GENERAL STUDIES PAPER II : CIVIL SERVICES PRELIMINARY EXAMINITAIO.,"BHAGAT, MADHUKAR KUM",558,MCGRAW HILL EDUCATION (INDIA ) PVT. LTD.,NEW DELHI,,GENERAL,325,22,254,HSB
225,08-09-2012,PCCOEEC22116,CSAT : CIVIL SERVICES APTITUDE TEST ( PAPER - II ),"BHAGAT, MADHUKAR KUM",9,TATA MCGRAW-HILL PUB. CO. LTD.,NEW DELHI,,GENERAL,180,21,142,HSB
226,08-09-2012,PCCOEEC22115,CSAT : CIVIL SERVICES APTITUDE TEST ( PAPER - II ),"BHAGAT, MADHUKAR KUM",9,TATA MCGRAW-HILL PUB. CO. LTD.,NEW DELHI,,GENERAL,180,21,142,HSB
227,12-10-2009,PCCOEEC13793,MOHINI VIDYA : SADHNA VA SIDDHI.,"BHAGWAT, A. L.",196,RAJESH PRAKASHAN,PUNE,,GENERAL,,,,DBK
228,12-10-2009,PCCOEEC13794,KALPVRUSHACHYA CHAYET.,"BHAGWAT, A. L.",202,RAJESH PRAKASHAN,PUNE,,GENERAL,,,,DBK
229,21-10-2009,PCCOEEC13810,AMRUTACHA DOH.,"BHAGWAT, A. L.",178,RAJESH PRAKASHAN,PUNE,,GENERAL,,,,DBK
230,21-10-2009,PCCOEEC13811,ANANTAKADE ZEP.,"BHAGWAT, A. L.",241,RAJESH PRAKASHAN,PUNE,,GENERAL,,,,DBK
231,08-02-2025,PCCOEEC40973,MAHARAJ SAYAJIRAO VICHARDHAN.,"BHAND, BABA",112,SAKET PRAKASHAN,PUNE,2013,GENERAL,100,28,72,GBK
232,17-03-2025,PCCOEEC41501,YUGDRASHTA MAHARAJA SAYAJIRAO GAEKWAD.,"BHAND, BABA",535,SAKET PRAKASHAN PVT. LTD.,AURNGABAD,2021,GENERAL,500,28,360,GBK
233,07-01-2013,PCCOEEC23817,KRANTI-PARVA.,"BHANDARI, SHANTILAL",342,RAJHANS PRAKASHAN,PUNE,,GENERAL,300,30,210,GBK
234,27-11-2012,PCCOEEC23377,METHODOLOGY AND TECHNIQUES OF SOCIAL RESEARCH.,"BHANDARKAR, P. L.",,HIMALAYA PUBLISHING HOUSE.,MUMBAI,,GENERAL,275,21,217,GBK
235,27-11-2012,PCCOEEC23378,METHODOLOGY AND TECHNIQUES OF SOCIAL RESEARCH.,"BHANDARKAR, P. L.",,HIMALAYA PUBLISHING HOUSE.,MUMBAI,,GENERAL,275,21,217,GBK
236,28-02-2024,PCCOEEC40361,MAHARASHTRA ENGINEERING SERVICES COMBINED PRELIMINARY EXAMINATION ENGINEERING APTITUDE TEST VOL II.,"BHAPKAR, H. R.",Mar-60,TECHNICAL PUBLICATIONS,PUNE,2019,GENERAL,565,15,480.25,HSB
237,28-02-2024,PCCOEEC40362,MAHARASHTRA ENGINEERING SERVICES COMBINED PRELIMINARY EXAMINATION ENGINEERING APTITUDE TEST VOL II.,"BHAPKAR, H. R.",Mar-60,TECHNICAL PUBLICATIONS,PUNE,2019,GENERAL,565,15,480.25,HSB
238,08-02-2003,PCCOEEC06293,Great personalities of the world,"BHARDWAJ,ASHWANI",708,GOODWILL PUBLICATION HOUSE,,,GENERAL,275,20,220,GBK
239,26-10-2013,PCCOEEC26633,TEXTBOOK OF ENVIRONMENTAL STUDIES FOR UNDERGRADUATE COURCES.,"BHARUCHA, ERACH",305,UNIVERSITIES PRESS.,HYDERABAD,,GENERAL,195,20,156,HSB
240,06-01-2023,PCCOEEC37295,ANTHROPOLOGY SIMPLIFIED.,"BHASME, VIVEK",640,UNIQUE ACADEMY PUBLICATIONS,PUNE,2021,GENERAL,700,25,525,HSB
241,06-01-2023,PCCOEEC37296,ANTHROPOLOGY SIMPLIFIED.,"BHASME, VIVEK",640,UNIQUE ACADEMY PUBLICATIONS,PUNE,2021,GENERAL,700,25,525,HSB
242,07-02-2006,PCCOEEC09112,SAGRA PRAN TALMALALA,"BHAT, RAVINDRA",364,INDRAYANI SAHITYA,PUNE,,GENERAL,160,20,128,GBK
243,08-01-2013,PCCOEEC23851,SAGRA PRAN TALMALALA,"BHAT, RAVINDRA",364,INDRAYANI SAHITYA,PUNE,,GENERAL,200,30,140,GBK
244,15-01-2013,PCCOEEC24002,KALAPUDHACHI CHAR PAULE.,BHAVE SAVITA,406,KAKNTINETAL PRAKASHAN,PUNE,,GENERAL,250,25,188,GBK
245,08-01-2013,PCCOEEC23858,KOUTILIY ARTHSHASTRA.,"BHAVE, H. A.",580,VARDA PRKASHAN PV. LTD.,PUNE,,GENERAL,500,30,350,GBK
246,11-01-2013,PCCOEEC23932,ADISAN CHARITRA.,"BHAVE, H. A.",250,VARDA PRKASHAN PV. LTD.,PUNE,,GENERAL,200,30,140,GBK
247,07-01-2013,PCCOEEC23818,BATTIS SHASTRDYNA.,"BHAVE, H. A.",176,VARDA PRKASHAN PV. LTD.,PUNE,,GENERAL,200,30,140,GBK
248,07-01-2013,PCCOEEC23819,ADISAN CHARITRA.,"BHAVE, H. A.",250,VARDA PRKASHAN PV. LTD.,PUNE,,GENERAL,200,30,140,GBK
249,14-01-2013,PCCOEEC23976,CHAKRAWARTI NEPOLIYAN.,"BHAVE, V. L.",434,VARDA PRKASHAN PV. LTD.,PUNE,,GENERAL,800,30,560,GBK
250,18-01-2022,PCCOEEC36586,IASCHI PAULVAT BHARTIYA PRASHASKIYA SEVECHA EK DASHAKACHA PRAVAS.,"BHONDVE, SANKET",236,VISHWAKARMA PUBLICATIONS,PUNE,2021,GENERAL,299,10,269.1,GBK
251,18-01-2022,PCCOEEC36587,IASCHI PAULVAT BHARTIYA PRASHASKIYA SEVECHA EK DASHAKACHA PRAVAS.,"BHONDVE, SANKET",236,VISHWAKARMA PUBLICATIONS,PUNE,2021,GENERAL,299,10,269.1,GBK
252,18-01-2022,PCCOEEC36588,IASCHI PAULVAT BHARTIYA PRASHASKIYA SEVECHA EK DASHAKACHA PRAVAS.,"BHONDVE, SANKET",236,VISHWAKARMA PUBLICATIONS,PUNE,2021,GENERAL,299,10,269.1,GBK
253,18-01-2022,PCCOEEC36589,IASCHI PAULVAT BHARTIYA PRASHASKIYA SEVECHA EK DASHAKACHA PRAVAS.,"BHONDVE, SANKET",236,VISHWAKARMA PUBLICATIONS,PUNE,2021,GENERAL,299,10,269.1,GBK
254,11-02-2022,PCCOEEC36905,IASCHI PAULVAT BHARTIYA PRASHASKIYA SEVECHA EK DASHAKACHA PRAVAS.,"BHONDVE, SANKET",236,VISHWAKARMA PUBLICATIONS,PUNE,2021,GENERAL,299,15,254.15,GBK
255,11-02-2022,PCCOEEC36906,IASCHI PAULVAT BHARTIYA PRASHASKIYA SEVECHA EK DASHAKACHA PRAVAS.,"BHONDVE, SANKET",236,VISHWAKARMA PUBLICATIONS,PUNE,2021,GENERAL,299,15,254.15,GBK
256,11-02-2022,PCCOEEC36907,IASCHI PAULVAT BHARTIYA PRASHASKIYA SEVECHA EK DASHAKACHA PRAVAS.,"BHONDVE, SANKET",236,VISHWAKARMA PUBLICATIONS,PUNE,2021,GENERAL,299,15,254.15,GBK
257,11-02-2022,PCCOEEC36908,IASCHI PAULVAT BHARTIYA PRASHASKIYA SEVECHA EK DASHAKACHA PRAVAS.,"BHONDVE, SANKET",236,VISHWAKARMA PUBLICATIONS,PUNE,2021,GENERAL,299,15,254.15,GBK
258,11-02-2022,PCCOEEC36909,IASCHI PAULVAT BHARTIYA PRASHASKIYA SEVECHA EK DASHAKACHA PRAVAS.,"BHONDVE, SANKET",236,VISHWAKARMA PUBLICATIONS,PUNE,2021,GENERAL,299,15,254.15,GBK
259,11-02-2022,PCCOEEC36910,IASCHI PAULVAT BHARTIYA PRASHASKIYA SEVECHA EK DASHAKACHA PRAVAS.,"BHONDVE, SANKET",236,VISHWAKARMA PUBLICATIONS,PUNE,2021,GENERAL,299,15,254.15,GBK
260,11-02-2022,PCCOEEC36911,IASCHI PAULVAT BHARTIYA PRASHASKIYA SEVECHA EK DASHAKACHA PRAVAS.,"BHONDVE, SANKET",236,VISHWAKARMA PUBLICATIONS,PUNE,2021,GENERAL,299,15,254.15,GBK
261,11-02-2022,PCCOEEC36912,IASCHI PAULVAT BHARTIYA PRASHASKIYA SEVECHA EK DASHAKACHA PRAVAS.,"BHONDVE, SANKET",236,VISHWAKARMA PUBLICATIONS,PUNE,2021,GENERAL,299,15,254.15,GBK
262,11-02-2022,PCCOEEC36913,IASCHI PAULVAT BHARTIYA PRASHASKIYA SEVECHA EK DASHAKACHA PRAVAS.,"BHONDVE, SANKET",236,VISHWAKARMA PUBLICATIONS,PUNE,2021,GENERAL,299,15,254.15,GBK
263,11-02-2022,PCCOEEC36914,IASCHI PAULVAT BHARTIYA PRASHASKIYA SEVECHA EK DASHAKACHA PRAVAS.,"BHONDVE, SANKET",236,VISHWAKARMA PUBLICATIONS,PUNE,2021,GENERAL,299,15,254.15,GBK
264,11-02-2022,PCCOEEC36915,IASCHI PAULVAT BHARTIYA PRASHASKIYA SEVECHA EK DASHAKACHA PRAVAS.,"BHONDVE, SANKET",236,VISHWAKARMA PUBLICATIONS,PUNE,2021,GENERAL,299,15,254.15,GBK
265,11-02-2022,PCCOEEC36916,IASCHI PAULVAT BHARTIYA PRASHASKIYA SEVECHA EK DASHAKACHA PRAVAS.,"BHONDVE, SANKET",236,VISHWAKARMA PUBLICATIONS,PUNE,2021,GENERAL,299,15,254.15,GBK
266,11-02-2022,PCCOEEC36917,IASCHI PAULVAT BHARTIYA PRASHASKIYA SEVECHA EK DASHAKACHA PRAVAS.,"BHONDVE, SANKET",236,VISHWAKARMA PUBLICATIONS,PUNE,2021,GENERAL,299,15,254.15,GBK
267,11-02-2022,PCCOEEC36918,IASCHI PAULVAT BHARTIYA PRASHASKIYA SEVECHA EK DASHAKACHA PRAVAS.,"BHONDVE, SANKET",236,VISHWAKARMA PUBLICATIONS,PUNE,2021,GENERAL,299,15,254.15,GBK
